Unnamed: 0,cluster,cluster_cats,cluster_cats_counts,comps_count,node_count
345,345.0,"['Compliance', 'Internet', 'Enterprise Software', 'Cyber Security', 'Hardware', 'Analytics', 'Architecture', 'Casual Games', 'Manufacturing', 'Electronics', 'Big Data', 'Consumer Electronics', 'Messaging', 'Financial Services', 'Mobile', 'Analytics', 'Enterprise Software', 'Flash Storage', 'Health Care', 'Billing', 'Advertising', 'Cloud Computing', 'Information Technology', 'Cloud Data Services', 'Apps', 'Hardware', 'Cloud Data Services', 'Advertising', 'Advertising', 'Drone Management', 'Database', '3D Technology', 'Mobile', 'Advertising', 'Communications Infrastructure', 'Image Recognition', 'Finance', 'Email', 'Apps', 'Information Services', 'Automotive', 'Electronics', 'Enterprise Software', 'Cloud Computing', 'Analytics', 'Network Security', 'Hardware', 'Developer Tools', 'Analytics', 'Mobile', 'Computer', 'Analytics', 'Mobile', 'Retail', 'Enterprise Software', '3D Technology', 'Enterprise Software', 'Digital Entertainment', 'Analytics']","Counter({'Analytics': 6, 'Enterprise Software': 5, 'Advertising': 4, 'Mobile': 4, 'Hardware': 3, 'Electronics': 2, 'Cloud Computing': 2, 'Cloud Data Services': 2, 'Apps': 2, '3D Technology': 2, 'Billing': 1, 'Manufacturing': 1, 'Messaging': 1, 'Communications Infrastructure': 1, 'Compliance': 1, 'Internet': 1, 'Information Technology': 1, 'Health Care': 1, 'Big Data': 1, 'Developer Tools': 1, 'Financial Services': 1, 'Image Recognition': 1, 'Computer': 1, 'Finance': 1, 'Information Services': 1, 'Network Security': 1, 'Email': 1, 'Casual Games': 1, 'Retail': 1, 'Digital Entertainment': 1, 'Architecture': 1, 'Automotive': 1, 'Database': 1, 'Drone Management': 1, 'Flash Storage': 1, 'Consumer Electronics': 1, 'Cyber Security': 1})",59.0,59.0
346,346.0,[],Counter(),0.0,2.0
347,347.0,['Enterprise Software'],Counter({'Enterprise Software': 1}),1.0,1.0
348,348.0,[],Counter(),0.0,1.0
349,349.0,[],Counter(),0.0,1.0
350,350.0,[],Counter(),0.0,1.0
351,351.0,"['Industrial Automation', 'Biotechnology', 'Biotechnology', 'Biotechnology']","Counter({'Biotechnology': 3, 'Industrial Automation': 1})",4.0,4.0
352,352.0,[],Counter(),0.0,1.0
353,353.0,[],Counter(),0.0,1.0
354,354.0,"['Apps', 'Media and Entertainment']","Counter({'Apps': 1, 'Media and Entertainment': 1})",2.0,2.0
355,355.0,[],Counter(),0.0,1.0
356,356.0,['Beauty'],Counter({'Beauty': 1}),1.0,1.0
357,357.0,['Advertising'],Counter({'Advertising': 1}),1.0,1.0
358,358.0,[],Counter(),0.0,1.0
359,359.0,"['Cyber Security', 'Enterprise Software']","Counter({'Enterprise Software': 1, 'Cyber Security': 1})",2.0,2.0
360,360.0,[],Counter(),0.0,1.0
361,361.0,[],Counter(),0.0,1.0
362,362.0,['Internet'],Counter({'Internet': 1}),1.0,1.0
363,363.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
364,364.0,['Credit'],Counter({'Credit': 1}),1.0,1.0
365,365.0,['Electronics'],Counter({'Electronics': 1}),1.0,1.0
366,366.0,[],Counter(),0.0,1.0
367,367.0,[],Counter(),0.0,1.0
368,368.0,[],Counter(),0.0,2.0
369,369.0,[],Counter(),0.0,1.0
370,370.0,"['Business Development', 'Legal', 'Advertising']","Counter({'Business Development': 1, 'Legal': 1, 'Advertising': 1})",3.0,3.0
371,371.0,"['Analytics', 'Cloud Data Services', 'Enterprise Software', 'Customer Service', 'Analytics', 'Content Marketing', 'Big Data', 'Content', 'Android', 'Analytics']","Counter({'Analytics': 3, 'Big Data': 1, 'Android': 1, 'Customer Service': 1, 'Enterprise Software': 1, 'Content Marketing': 1, 'Content': 1, 'Cloud Data Services': 1})",10.0,10.0
372,372.0,['Enterprise Software'],Counter({'Enterprise Software': 1}),1.0,1.0
373,373.0,['Accounting'],Counter({'Accounting': 1}),1.0,1.0
374,374.0,[],Counter(),0.0,5.0
375,375.0,['Energy'],Counter({'Energy': 1}),1.0,1.0
376,376.0,[],Counter(),0.0,1.0
377,377.0,['Cyber Security'],Counter({'Cyber Security': 1}),1.0,1.0
378,378.0,['Financial Services'],Counter({'Financial Services': 1}),1.0,1.0
379,379.0,"['Cloud Security', 'Content Delivery Network']","Counter({'Content Delivery Network': 1, 'Cloud Security': 1})",2.0,2.0
380,380.0,[],Counter(),0.0,1.0
381,381.0,"['Hardware', 'Internet', 'Communications Infrastructure', 'Financial Services', 'Consulting', 'Biotechnology', 'Database', 'E-Commerce', 'Delivery', 'Consumer Electronics', 'Communities', 'Apps', 'Manufacturing', 'Enterprise', 'Communications Infrastructure', 'Construction', 'Cloud Computing', 'Consulting', 'Infrastructure', 'B2B', 'Internet', 'Computer', 'Mobile Devices', 'Information Technology', 'Manufacturing', 'Computer', 'Cloud Infrastructure', 'Internet', 'Developer Tools']","Counter({'Internet': 3, 'Manufacturing': 2, 'Communications Infrastructure': 2, 'Computer': 2, 'Consulting': 2, 'Information Technology': 1, 'Enterprise': 1, 'Developer Tools': 1, 'Financial Services': 1, 'Delivery': 1, 'E-Commerce': 1, 'Hardware': 1, 'Cloud Infrastructure': 1, 'Mobile Devices': 1, 'Biotechnology': 1, 'Database': 1, 'Apps': 1, 'Construction': 1, 'Communities': 1, 'B2B': 1, 'Infrastructure': 1, 'Consumer Electronics': 1, 'Cloud Computing': 1})",29.0,29.0
382,382.0,[],Counter(),0.0,1.0
383,383.0,['E-Commerce'],Counter({'E-Commerce': 1}),1.0,1.0
384,384.0,['Cloud Computing'],Counter({'Cloud Computing': 1}),1.0,1.0
385,385.0,[],Counter(),0.0,1.0
386,386.0,['Chemical'],Counter({'Chemical': 1}),1.0,1.0
387,387.0,['Clean Energy'],Counter({'Clean Energy': 1}),1.0,1.0
388,388.0,[],Counter(),0.0,6.0
389,389.0,[],Counter(),0.0,1.0
390,390.0,[],Counter(),0.0,1.0
391,391.0,[],Counter(),0.0,1.0
392,392.0,[],Counter(),0.0,7.0
393,393.0,"['Consumer Electronics', 'Analytics', 'Mobile', 'Advertising', 'Consumer Lending', 'Electronics', 'Analytics', 'Software', 'Computer', 'Cloud Computing', 'Gaming', 'Beauty', 'A/B Testing', 'Internet', 'Android', 'Messaging', 'Apps', 'Internet Radio', 'Analytics', 'Enterprise Software']","Counter({'Analytics': 3, 'Electronics': 1, 'Gaming': 1, 'Messaging': 1, 'Android': 1, 'A/B Testing': 1, 'Enterprise Software': 1, 'Internet': 1, 'Software': 1, 'Consumer Lending': 1, 'Computer': 1, 'Apps': 1, 'Mobile': 1, 'Advertising': 1, 'Beauty': 1, 'Internet Radio': 1, 'Consumer Electronics': 1, 'Cloud Computing': 1})",20.0,20.0
394,394.0,['Artificial Intelligence'],Counter({'Artificial Intelligence': 1}),1.0,1.0
395,395.0,['Event Management'],Counter({'Event Management': 1}),1.0,1.0
396,396.0,[],Counter(),0.0,1.0
397,397.0,[],Counter(),0.0,4.0
398,398.0,['Education'],Counter({'Education': 1}),1.0,1.0
399,399.0,['Venture Capital'],Counter({'Venture Capital': 1}),1.0,1.0
400,400.0,[],Counter(),0.0,1.0
401,401.0,['Finance'],Counter({'Finance': 1}),1.0,1.0
402,402.0,"['Infrastructure', 'Computer', 'Hardware', 'E-Commerce']","Counter({'Hardware': 1, 'E-Commerce': 1, 'Computer': 1, 'Infrastructure': 1})",4.0,4.0
403,403.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
404,404.0,[],Counter(),0.0,2.0
405,405.0,[],Counter(),0.0,1.0
406,406.0,[],Counter(),0.0,7.0
407,407.0,[],Counter(),0.0,1.0
408,408.0,['Communication Hardware'],Counter({'Communication Hardware': 1}),1.0,1.0
409,409.0,"['Coffee', 'Cloud Computing', 'Analytics']","Counter({'Analytics': 1, 'Coffee': 1, 'Cloud Computing': 1})",3.0,3.0
410,410.0,[],Counter(),0.0,3.0
411,411.0,['CRM'],Counter({'CRM': 1}),1.0,1.0
412,412.0,[],Counter(),0.0,1.0
413,413.0,[],Counter(),0.0,1.0
414,414.0,['Health Care'],Counter({'Health Care': 1}),1.0,1.0
415,415.0,"['Digital Entertainment', 'Enterprise Software', 'Internet', 'Analytics', 'Events', 'Home Health Care', 'Apps', 'Artificial Intelligence', 'Cloud Computing', 'Identity Management', 'Film', 'Cloud Storage', 'Cloud Security', 'iOS', 'Computer', 'Data Center', 'Electronics', 'App Marketing', 'A/B Testing', 'Computer']","Counter({'Computer': 2, 'Home Health Care': 1, 'Electronics': 1, 'iOS': 1, 'Digital Entertainment': 1, 'Events': 1, 'Identity Management': 1, 'Internet': 1, 'Cloud Security': 1, 'Data Center': 1, 'Analytics': 1, 'A/B Testing': 1, 'Artificial Intelligence': 1, 'Cloud Computing': 1, 'Apps': 1, 'App Marketing': 1, 'Enterprise Software': 1, 'Film': 1, 'Cloud Storage': 1})",20.0,20.0
416,416.0,[],Counter(),0.0,1.0
417,417.0,[],Counter(),0.0,6.0
418,418.0,[],Counter(),0.0,1.0
419,419.0,['Career Planning'],Counter({'Career Planning': 1}),1.0,1.0
420,420.0,[],Counter(),0.0,1.0
421,421.0,[],Counter(),0.0,1.0
422,422.0,['SaaS'],Counter({'SaaS': 1}),1.0,1.0
423,423.0,[],Counter(),0.0,9.0
424,424.0,[],Counter(),0.0,1.0
425,425.0,[],Counter(),0.0,1.0
426,426.0,[],Counter(),0.0,1.0
427,427.0,"['Enterprise Software', 'Analytics', 'Apps']","Counter({'Analytics': 1, 'Enterprise Software': 1, 'Apps': 1})",3.0,3.0
428,428.0,[],Counter(),0.0,1.0
429,429.0,[],Counter(),0.0,1.0
430,430.0,['EdTech'],Counter({'EdTech': 1}),1.0,1.0
431,431.0,['Media and Entertainment'],Counter({'Media and Entertainment': 1}),1.0,1.0
432,432.0,"['Apps', 'Cyber Security', 'Life Science', 'Internet', 'Customer Service', 'Analytics', 'Content', 'Analytics', 'Audio', 'Apps', 'Analytics', 'Finance', 'Internet', 'Semiconductor', 'Marketing', 'Digital Media', 'Architecture', 'Data Storage', 'Enterprise Software', 'Hardware', 'Big Data', 'Advertising', 'Ad Exchange', 'Email', 'Fitness', 'Enterprise Software', 'B2B', 'Audio', 'Energy', 'Beauty', 'Energy', 'Big Data', 'Network Hardware', 'Analytics', 'Internet', 'Electronics', 'Apps', 'Network Security', 'Cloud Computing', 'E-Commerce', 'Cloud Computing', 'Network Hardware', 'Cloud Computing', 'Cloud Management', 'Apps', 'Cloud Computing', 'Analytics', 'Advertising', 'Electronics', 'SaaS', 'Cloud Computing', 'Cloud Management', 'Construction', 'Hardware', 'Android', 'Enterprise Software', 'Digital Entertainment', 'Mobile', 'eSports', 'Cloud Computing', 'Electronics', 'Cloud Data Services', 'Information Services', 'Network Security', 'Advertising', 'Mobile', 'Advertising', 'Data Storage', 'Cloud Security', 'Cloud Computing', 'Automotive', 'Hardware', 'Hardware', 'Apps', 'Internet', 'Analytics', 'Semiconductor', 'Computer', 'Clean Energy', 'Enterprise Software', 'Communications Infrastructure', 'Consumer Software', 'Cloud Infrastructure', 'Analytics', 'Advertising', 'Cloud Data Services', 'Business Development', 'E-Commerce', 'Finance', 'Analytics', 'Enterprise Software', 'Developer Platform', 'Computer', '3D Technology', 'Electronics', 'B2B', 'Enterprise Software', 'Celebrity', 'Communication Hardware', 'Biotechnology', 'Banking', 'Apps', 'Cloud Computing', 'Customer Service', 'Manufacturing', 'Communication Hardware', 'Video Games', 'Communication Hardware', 'Enterprise Software', 'Employment']","Counter({'Cloud Computing': 8, 'Analytics': 8, 'Enterprise Software': 7, 'Apps': 6, 'Advertising': 5, 'Electronics': 4, 'Internet': 4, 'Hardware': 4, 'Communication Hardware': 3, 'E-Commerce': 2, 'Data Storage': 2, 'Cloud Management': 2, 'Mobile': 2, 'B2B': 2, 'Customer Service': 2, 'Semiconductor': 2, 'Big Data': 2, 'Energy': 2, 'Network Security': 2, 'Finance': 2, 'Cloud Data Services': 2, 'Computer': 2, 'Audio': 2, 'Network Hardware': 2, 'Consumer Software': 1, '3D Technology': 1, 'Manufacturing': 1, 'Communications Infrastructure': 1, 'Digital Media': 1, 'Content': 1, 'Ad Exchange': 1, 'SaaS': 1, 'Architecture': 1, 'eSports': 1, 'Marketing': 1, 'Information Services': 1, 'Email': 1, 'Video Games': 1, 'Android': 1, 'Automotive': 1, 'Life Science': 1, 'Cloud Security': 1, 'Construction': 1, 'Business Development': 1, 'Digital Entertainment': 1, 'Biotechnology': 1, 'Clean Energy': 1, 'Employment': 1, 'Celebrity': 1, 'Banking': 1, 'Fitness': 1, 'Developer Platform': 1, 'Beauty': 1, 'Cloud Infrastructure': 1, 'Cyber Security': 1})",110.0,110.0
433,433.0,"['Information Technology', 'Charity', 'Logistics', 'Art', 'Communications Infrastructure', 'Hardware', 'Apps', 'CRM']","Counter({'CRM': 1, 'Information Technology': 1, 'Logistics': 1, 'Communications Infrastructure': 1, 'Apps': 1, 'Hardware': 1, 'Charity': 1, 'Art': 1})",8.0,8.0
434,434.0,['Event Management'],Counter({'Event Management': 1}),1.0,1.0
435,435.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
436,436.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
437,437.0,['Finance'],Counter({'Finance': 1}),1.0,1.0
438,438.0,[],Counter(),0.0,2.0
439,439.0,[],Counter(),0.0,1.0
440,440.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
441,441.0,['Cloud Computing'],Counter({'Cloud Computing': 1}),1.0,1.0
442,442.0,['Health Care'],Counter({'Health Care': 1}),1.0,1.0
443,443.0,['3D Printing'],Counter({'3D Printing': 1}),1.0,1.0
444,444.0,[],Counter(),0.0,2.0
445,445.0,"['Analytics', 'Energy', 'Communications Infrastructure', 'Cyber Security', 'Semiconductor', 'Health Care', 'Analytics', 'Big Data', 'Energy', 'Electronics', 'Consumer Electronics', 'Cyber Security', 'Apps', 'Enterprise Software', 'Enterprise Software', 'Cloud Computing', 'Internet', 'Cloud Computing', 'Apps', 'Gaming', 'Digital Entertainment', 'Consumer Electronics', 'CleanTech', 'Business Development', 'Digital Media', 'Mobile', 'Analytics', 'Internet', 'IT Management']","Counter({'Analytics': 3, 'Enterprise Software': 2, 'Internet': 2, 'Cloud Computing': 2, 'Apps': 2, 'Energy': 2, 'Consumer Electronics': 2, 'Cyber Security': 2, 'Electronics': 1, 'Gaming': 1, 'Digital Entertainment': 1, 'Communications Infrastructure': 1, 'Digital Media': 1, 'Semiconductor': 1, 'Health Care': 1, 'Big Data': 1, 'Mobile': 1, 'CleanTech': 1, 'Business Development': 1, 'IT Management': 1})",29.0,29.0
446,446.0,[],Counter(),0.0,7.0
447,447.0,['Manufacturing'],Counter({'Manufacturing': 1}),1.0,1.0
448,448.0,[],Counter(),0.0,5.0
449,449.0,[],Counter(),0.0,10.0
450,450.0,[],Counter(),0.0,1.0
451,451.0,[],Counter(),0.0,1.0
452,452.0,['Cloud Computing'],Counter({'Cloud Computing': 1}),1.0,1.0
453,453.0,"['Manufacturing', 'Banking', 'Enterprise Software', 'Analytics', 'Data Center', 'Elder Care', 'Clean Energy', 'Video', 'Mobile', 'Automotive', 'Consumer Electronics', 'Analytics', 'Manufacturing', 'Manufacturing', 'Health Care', 'Enterprise Software', 'Biotechnology', 'Location Based Services', 'Analytics', 'Food and Beverage', 'Manufacturing', 'Digital Marketing', 'Enterprise Software', 'Hardware', 'Big Data', 'GPS', 'Enterprise Applications', 'Hardware', 'Advertising', 'Cloud Computing', 'Data Center', 'Apps', 'Analytics', 'Analytics', 'Analytics', 'Analytics', 'Digital Media', 'Telecommunications', 'Apps', 'Big Data', 'Brand Marketing', 'Internet', 'Cloud Storage', 'Big Data', 'Cloud Computing', 'Analytics', 'Email', 'Audio', 'Mobile', 'Biotechnology', '3D Technology', 'Consumer Electronics', 'Digital Media', 'Audio', 'Biotechnology', 'Computer', 'Communications Infrastructure', 'Broadcasting', 'File Sharing', 'DSP', 'Manufacturing', 'Data Center', 'Enterprise Software', 'Audio', 'Laser', 'Mobile', 'Industrial', 'Electronics', 'Customer Service', 'Application Performance Management', 'Biotechnology', 'Education', 'Information Technology', 'Manufacturing', 'Enterprise Software', 'Software', 'Content', 'Cloud Computing', 'Education']","Counter({'Analytics': 8, 'Manufacturing': 6, 'Enterprise Software': 5, 'Biotechnology': 4, 'Mobile': 3, 'Big Data': 3, 'Cloud Computing': 3, 'Data Center': 3, 'Audio': 3, 'Digital Media': 2, 'Education': 2, 'Hardware': 2, 'Apps': 2, 'Consumer Electronics': 2, 'Banking': 1, 'GPS': 1, 'Content': 1, 'Information Technology': 1, 'Application Performance Management': 1, 'Brand Marketing': 1, 'Advertising': 1, 'Elder Care': 1, 'Enterprise Applications': 1, 'Email': 1, 'Location Based Services': 1, 'Communications Infrastructure': 1, 'DSP': 1, 'Automotive': 1, 'Telecommunications': 1, 'Food and Beverage': 1, 'Video': 1, 'Electronics': 1, 'Customer Service': 1, 'Internet': 1, 'Health Care': 1, 'File Sharing': 1, 'Digital Marketing': 1, 'Broadcasting': 1, 'Cloud Storage': 1, 'Clean Energy': 1, 'Software': 1, 'Laser': 1, 'Computer': 1, '3D Technology': 1, 'Industrial': 1})",79.0,79.0
454,454.0,[],Counter(),0.0,1.0
455,455.0,[],Counter(),0.0,1.0
456,456.0,[],Counter(),0.0,1.0
457,457.0,['Internet'],Counter({'Internet': 1}),1.0,1.0
458,458.0,[],Counter(),0.0,1.0
459,459.0,[],Counter(),0.0,1.0
460,460.0,['Big Data'],Counter({'Big Data': 1}),1.0,1.0
461,461.0,"['Advertising', 'Developer Platform']","Counter({'Developer Platform': 1, 'Advertising': 1})",2.0,2.0
462,462.0,[],Counter(),0.0,1.0
463,463.0,[],Counter(),0.0,1.0
464,464.0,[],Counter(),0.0,1.0
465,465.0,[],Counter(),0.0,1.0
466,466.0,[],Counter(),0.0,5.0
467,467.0,[],Counter(),0.0,1.0
468,468.0,['Internet'],Counter({'Internet': 1}),1.0,1.0
469,469.0,[],Counter(),0.0,1.0
470,470.0,[],Counter(),0.0,3.0
471,471.0,[],Counter(),0.0,1.0
472,472.0,"['CleanTech', 'Big Data', 'Consumer Electronics', 'EBooks', 'Data Center', 'CleanTech', 'Information Technology', 'CleanTech', 'Analytics', 'Gaming', 'Electronics', 'E-Commerce', 'Mobile', '3D Printing', 'Cyber Security', 'Internet', 'Business Intelligence', 'Advertising', 'Computer', 'E-Commerce', 'Cloud Computing', 'Artificial Intelligence', 'Energy', 'Agriculture', 'Database', 'Electronics', 'Consumer', 'Health Care', 'Developer Tools', 'Analytics', 'Business Intelligence', 'Consumer Electronics', 'Fitness', 'Internet', 'Software', 'Energy', 'Clean Energy', 'Biotechnology', 'Analytics', 'Cloud Computing']","Counter({'CleanTech': 3, 'Analytics': 3, 'Electronics': 2, 'Internet': 2, 'Cloud Computing': 2, 'Energy': 2, 'E-Commerce': 2, 'Business Intelligence': 2, 'Consumer Electronics': 2, 'Gaming': 1, 'EBooks': 1, 'Information Technology': 1, 'Health Care': 1, 'Artificial Intelligence': 1, 'Database': 1, 'Advertising': 1, 'Consumer': 1, '3D Printing': 1, 'Agriculture': 1, 'Biotechnology': 1, 'Big Data': 1, 'Software': 1, 'Data Center': 1, 'Computer': 1, 'Mobile': 1, 'Developer Tools': 1, 'Clean Energy': 1, 'Cyber Security': 1, 'Fitness': 1})",40.0,40.0
473,473.0,"['Big Data', 'Apps', 'Auctions']","Counter({'Big Data': 1, 'Apps': 1, 'Auctions': 1})",3.0,3.0
474,474.0,[],Counter(),0.0,1.0
475,475.0,[],Counter(),0.0,1.0
476,476.0,[],Counter(),0.0,1.0
477,477.0,['Agriculture'],Counter({'Agriculture': 1}),1.0,1.0
478,478.0,['Information Services'],Counter({'Information Services': 1}),1.0,1.0
479,479.0,[],Counter(),0.0,1.0
480,480.0,['Email'],Counter({'Email': 1}),1.0,1.0
481,481.0,[],Counter(),0.0,2.0
482,482.0,['Advertising'],Counter({'Advertising': 1}),1.0,1.0
483,483.0,['Hardware'],Counter({'Hardware': 1}),1.0,1.0
484,484.0,['Energy'],Counter({'Energy': 1}),1.0,1.0
485,485.0,[],Counter(),0.0,1.0
486,486.0,"['Health Care', 'Analytics', 'Consumer', 'Cyber Security']","Counter({'Analytics': 1, 'Consumer': 1, 'Cyber Security': 1, 'Health Care': 1})",4.0,4.0
487,487.0,[],Counter(),0.0,1.0
488,488.0,['Hardware'],Counter({'Hardware': 1}),1.0,1.0
489,489.0,[],Counter(),0.0,1.0
490,490.0,['Energy Storage'],Counter({'Energy Storage': 1}),1.0,1.0
491,491.0,"['Enterprise', 'EdTech', 'Software', 'Cyber Security', 'Consumer', 'Information Services', 'Architecture', 'Enterprise Software', 'Consulting', 'Data Center', 'Analytics']","Counter({'Information Services': 1, 'Analytics': 1, 'Architecture': 1, 'Consulting': 1, 'Cyber Security': 1, 'EdTech': 1, 'Data Center': 1, 'Enterprise Software': 1, 'Enterprise': 1, 'Software': 1, 'Consumer': 1})",11.0,11.0
492,492.0,[],Counter(),0.0,8.0
493,493.0,[],Counter(),0.0,1.0
494,494.0,['Communications Infrastructure'],Counter({'Communications Infrastructure': 1}),1.0,1.0
495,495.0,"['Cloud Computing', 'Cloud Computing', 'Enterprise Software', 'Computer', 'Computer', 'Telecommunications', 'Finance', 'Education', 'Data Storage', 'Cloud Computing', 'Cloud Infrastructure', 'Cyber Security', 'Analytics', 'Analytics', 'Enterprise Software', 'Enterprise Software', 'Internet', 'Information Technology', 'Infrastructure', 'Professional Networking', 'Communications Infrastructure', 'Biotechnology', 'Business Development', 'Biotechnology', 'Apps', 'Cloud Data Services', 'Consumer Electronics']","Counter({'Enterprise Software': 3, 'Cloud Computing': 3, 'Analytics': 2, 'Biotechnology': 2, 'Computer': 2, 'Communications Infrastructure': 1, 'Information Technology': 1, 'Finance': 1, 'Education': 1, 'Professional Networking': 1, 'Internet': 1, 'Business Development': 1, 'Consumer Electronics': 1, 'Data Storage': 1, 'Infrastructure': 1, 'Telecommunications': 1, 'Cloud Infrastructure': 1, 'Apps': 1, 'Cyber Security': 1, 'Cloud Data Services': 1})",27.0,27.0
496,496.0,[],Counter(),0.0,1.0
497,497.0,['Information Services'],Counter({'Information Services': 1}),1.0,1.0
498,498.0,['E-Commerce'],Counter({'E-Commerce': 1}),1.0,1.0
499,499.0,['Health Care'],Counter({'Health Care': 1}),1.0,1.0
500,500.0,[],Counter(),0.0,1.0
501,501.0,[],Counter(),0.0,1.0
502,502.0,[],Counter(),0.0,4.0
503,503.0,[],Counter(),0.0,1.0
504,504.0,['Biopharma'],Counter({'Biopharma': 1}),1.0,1.0
505,505.0,[],Counter(),0.0,1.0
506,506.0,[],Counter(),0.0,1.0
507,507.0,[],Counter(),0.0,1.0
508,508.0,[],Counter(),0.0,4.0
509,509.0,['Infrastructure'],Counter({'Infrastructure': 1}),1.0,1.0
510,510.0,"['Enterprise Software', 'Advertising']","Counter({'Enterprise Software': 1, 'Advertising': 1})",2.0,2.0
511,511.0,[],Counter(),0.0,1.0
512,512.0,['Apps'],Counter({'Apps': 1}),1.0,1.0
513,513.0,[],Counter(),0.0,1.0
514,514.0,[],Counter(),0.0,3.0
515,515.0,[],Counter(),0.0,1.0
516,516.0,[],Counter(),0.0,1.0
517,517.0,[],Counter(),0.0,5.0
518,518.0,[],Counter(),0.0,1.0
519,519.0,[],Counter(),0.0,1.0
520,520.0,['Communications Infrastructure'],Counter({'Communications Infrastructure': 1}),1.0,1.0
521,521.0,['Finance'],Counter({'Finance': 1}),1.0,1.0
522,522.0,['News'],Counter({'News': 1}),1.0,1.0
523,523.0,['Health Care'],Counter({'Health Care': 1}),1.0,1.0
524,524.0,[],Counter(),0.0,2.0
525,525.0,['CleanTech'],Counter({'CleanTech': 1}),1.0,1.0
526,526.0,['B2B'],Counter({'B2B': 1}),1.0,2.0
527,527.0,['Manufacturing'],Counter({'Manufacturing': 1}),1.0,1.0
528,528.0,"['Biotechnology', 'Biopharma', 'Biopharma']","Counter({'Biopharma': 2, 'Biotechnology': 1})",3.0,3.0
529,529.0,[],Counter(),0.0,1.0
530,530.0,"['Health Diagnostics', 'Health Care', 'Apps', 'Big Data']","Counter({'Health Diagnostics': 1, 'Big Data': 1, 'Apps': 1, 'Health Care': 1})",4.0,4.0
531,531.0,[],Counter(),0.0,3.0
532,532.0,[],Counter(),0.0,1.0
533,533.0,"['Biotechnology', 'Biotechnology', 'Architecture', 'Health Care', 'Biotechnology']","Counter({'Biotechnology': 3, 'Architecture': 1, 'Health Care': 1})",5.0,5.0
