,0,1
13276,"('Five Prime Therapeutics', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': 'ba26bbdf-38d5-4cd0-987f-c2ea1423ff91'})",534
13277,"('Ninth House Network', {'region': 'SF Bay Area', 'cat': 'Knowledge Management', 'uuid': 'e9743721-6617-d2f1-8129-6aa27c20b04c'})",534
13278,"('PaoCapital', {})",534
13279,"('Guy Oseary', {})",534
13280,"('ast Gate Capital Management', {})",534
13281,"('Quercus Trust', {})",534
13282,"('eALITY, Inc.', {'region': 'SF Bay Area', 'cat': 'Business Development', 'uuid': 'aa6e3683-2085-82c0-7a1f-46a5877dab79'})",534
13283,"('Primo Holdings', {})",534
13284,"('Net Market Partners', {})",534
13285,"('New Mountain Capital', {})",515
13286,"('Raghu Raghuram', {})",534
13287,"('PerfectHitch', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '943cda4e-3852-3856-31cb-e97f0acb0f60'})",534
13288,"('Friedli Corporate Finance', {})",534
13289,"('Verical', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '3fffff5d-f13a-fe6f-6e88-b4aeb7d4ecbe'})",534
13290,"('Pavel Serbajlo', {})",534
13291,"('Tasso Argyos', {})",534
13292,"('Internet Realty Partners', {})",534
13293,"('AccessLan Communications', {'region': 'SF Bay Area', 'cat': 'Communications Infrastructure', 'uuid': 'bea71a43-3446-bf8a-0d7c-9dc415cf24a5'})",432
13294,"('Platfora', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '1b47edbc-2341-0439-2a94-0d7323aa394d'})",534
13295,"('Orrick Venture Fund', {})",534
13296,"('Marcel Boekhoorn', {})",534
13297,"('Enron Broadband Services', {})",534
13298,"('S2C', {'region': 'SF Bay Area', 'cat': 'Data Integration', 'uuid': '8a6dfbfc-5b78-6c74-db04-ed13b37af17f'})",534
13299,"('Pact Apparel', {'region': 'SF Bay Area', 'cat': 'Manufacturing', 'uuid': '97907f86-f721-53d1-092e-5288bf2725a6'})",534
13300,"('Bristlecone', {'region': 'SF Bay Area', 'cat': 'Automotive', 'uuid': '775ef598-5223-1dc2-39a1-e7065215effd'})",534
13301,"('Highbridge Capital Management', {})",534
13302,"('Shippo', {'region': 'SF Bay Area', 'cat': 'B2B', 'uuid': '5332ab9b-55a4-a212-b2cc-d132332301d4'})",534
13303,"('Legend Ventures', {})",534
13304,"('Outward, Inc.', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': '31ffc859-f487-7b6e-74d4-2cbd0d15492b'})",534
13305,"('The Carlyle Group', {})",260
13306,"('Marty Pejko', {})",534
13307,"('Andrey Romanenko', {})",534
13308,"('John Maloney', {})",534
13309,"('drive.ai', {'region': 'SF Bay Area', 'cat': 'Artificial Intelligence', 'uuid': '10f04cfc-0143-a957-1bde-44f2866adf1e'})",534
13310,"('LV Sensors', {'region': 'SF Bay Area', 'cat': 'Automotive', 'uuid': '87109ef8-0d52-4287-f451-586bd463feaf'})",534
13311,"('PPG Industries', {})",534
13312,"('Rackup', {'region': 'SF Bay Area', 'cat': 'Auctions', 'uuid': 'af1360e6-0e83-fc67-5d30-4d30fa098d14'})",534
13313,"('BDNA', {'region': 'SF Bay Area', 'cat': 'Data Center', 'uuid': '80e01450-d339-1577-ba0d-fde1f79ac681'})",534
13314,"('NGEN Partners, New Enterprise Associates', {})",534
13315,"('Ardian', {'region': 'SF Bay Area', 'cat': 'Biopharma', 'uuid': 'ee8c03b6-af0e-b382-ea49-ebd23bad42e0'})",534
13316,"('eMeter', {'region': 'SF Bay Area', 'cat': 'Consumer Software', 'uuid': '365f2923-5996-25d9-a425-8c3dc0964fe4'})",432
13317,"('SparkGift', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': 'ee14ac82-56cb-c92f-e018-18bb7cac9578'})",534
13318,"('Bialla Venture Partners', {})",534
13319,"('Grey Wolf', {})",534
13320,"('Primary Venture Partners', {})",534
13321,"('Darkstore', {'region': 'SF Bay Area', 'cat': 'Delivery', 'uuid': 'a0293fc2-a283-42ee-fced-57b50b9ad52f'})",534
13322,"('Liquid Robotics', {'region': 'SF Bay Area', 'cat': 'Diving', 'uuid': '4b3ee496-9fd7-229a-80a5-588e7e0dd620'})",534
13323,"('Todd Corenson', {})",534
13324,"('Dennis Henner', {})",534
13325,"('Untangle', {'region': 'SF Bay Area', 'cat': 'Brand Marketing', 'uuid': '41e4341d-16f7-fd42-72cc-a1258f5566ec'})",534
13326,"('Sean Percival', {})",534
13327,"('Lead - Sevin Rosen Funds', {})",534
13328,"('Duncan Seay', {})",534
13329,"('Innotech Capitals', {})",534
13330,"('Neuropure', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '7450a73f-c4f4-8980-7573-fc6b1f9a0f68'})",534
13331,"('tagMonkey', {'region': 'SF Bay Area', 'cat': 'Internet of Things', 'uuid': '8ec2d392-43b1-fca6-32f3-00fc9727bb16'})",534
13332,"('Isolventures', {})",534
13333,"('GMG Capital Partners', {})",534
13334,"('Allvoices', {'region': 'SF Bay Area', 'cat': 'Information Services', 'uuid': 'c60bc8dd-1eee-072b-94fe-ab12c1199090'})",534
13335,"('Pokémon', {})",534
13336,"('Nikkei', {})",534
13337,"('SABIC Ventures', {})",534
13338,"('Baroda Ventures', {})",534
13339,"('Fresher Information', {'region': 'SF Bay Area', 'cat': 'Database', 'uuid': '3db3a386-18b1-ca98-7f61-821072fe895c'})",534
13340,"('AppMesh', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': 'e9c24e28-1bc0-e738-368f-153ec96f0cd6'})",534
13341,"('Delta Partners Capital Limited', {})",534
13342,"('Naspers', {})",323
13343,"('Adility', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': 'f3e6ca4b-ef17-fb24-327a-ca3450c51dfc'})",534
13344,"('OpenInvest', {'region': 'SF Bay Area', 'cat': 'FinTech', 'uuid': '3d0011c2-f011-4088-c046-0f1d5fa07117'})",534
13345,"('Spring Ventures', {})",534
13346,"('Morphink', {'region': 'SF Bay Area', 'cat': 'Animation', 'uuid': '2fbecb3d-32c8-ffbe-13cb-978019c54a3d'})",534
13347,"('Infineta Systems', {'region': 'SF Bay Area', 'cat': 'Data Center', 'uuid': '74a402d8-952d-44fc-e2ee-2cff4818e71e'})",534
13348,"('Noventi Ventures', {})",534
13349,"('Imergy Power Systems, Inc.', {'region': 'SF Bay Area', 'cat': 'Chemical', 'uuid': 'cac0e598-4d97-6e2e-7674-8f9be0d2d1ad'})",534
13350,"('Starcity', {'region': 'SF Bay Area', 'cat': 'Real Estate', 'uuid': '4d09d632-5d80-3db1-0aac-f5a0081e55dc'})",534
13351,"('Promolta', {'region': 'SF Bay Area', 'cat': 'Advertising Platforms', 'uuid': '3f4bce2d-7290-5e5f-51c9-048b9d27433a'})",534
13352,"('Project Frog', {'region': 'SF Bay Area', 'cat': 'Architecture', 'uuid': '2923ef51-5f68-9dee-cf81-c9a21a605eb4'})",534
13353,"('LMS Capital', {})",534
13354,"('Mendel Rosenblum', {})",534
13355,"('Riverstone Holdings', {})",260
13356,"('Howard Behar', {})",534
13357,"('McNerney & Partners, Morgan Stanley Venture Partners', {})",534
13358,"('Nobex Technologies', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': 'b8ac67c3-b80d-9cab-95c5-b73621678343'})",534
13359,"('BigPanda', {'region': 'SF Bay Area', 'cat': 'Cloud Infrastructure', 'uuid': 'fcaafc8a-234a-fb3b-374b-dac0eefcf3ea'})",432
13360,"('Ingenico', {})",534
13361,"(""Mature Women's Health Solutions"", {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': 'f04fccf0-8c33-99a3-c51b-db2f717d54aa'})",534
13362,"('Scottish Venture Fund', {})",534
13363,"('Philipp Stauffer', {})",534
13364,"('Baker Capital', {})",534
13365,"('BitBlitz Communications', {'region': 'SF Bay Area', 'cat': 'Communications Infrastructure', 'uuid': '769bc796-880b-d4c7-cec4-94a5c213151d'})",534
13366,"('Rogers Ventures', {})",534
13367,"('Ludovic Dumas', {})",534
13368,"('Waha Capital', {})",534
13369,"('Ron Gula', {})",534
13370,"('Matthew Papakipos', {})",534
13371,"('EAInvest', {'region': 'SF Bay Area', 'cat': 'Financial Services', 'uuid': '6bb3fc8f-ab8f-5be0-8c54-6e3dcd55209a'})",534
13372,"('Baroness Joanna Shields OBE', {})",534
13373,"('Great Point Partners', {})",534
13374,"('Securify', {'region': 'SF Bay Area', 'cat': 'Hardware', 'uuid': '0ac2b94f-d6d7-1564-06ca-0c4b504fa04d'})",534
13375,"('SquareTrade', {'region': 'SF Bay Area', 'cat': 'Hardware', 'uuid': '621f95ae-3606-4dc7-5fdb-2ebb8e7c736b'})",155
13376,"('Shopintoit', {'region': 'SF Bay Area', 'cat': 'Social Bookmarking', 'uuid': 'b3c3f1c2-0466-23a4-1b3e-d5ec17484e0f'})",534
13377,"('LoanCity.com', {'region': 'SF Bay Area', 'cat': 'Financial Services', 'uuid': '40ded1e7-efa9-9ba4-0517-0a7d127c9fab'})",534
13378,"('Elaia Partners', {})",534
13379,"('Josh James', {})",534
13380,"('Desjardins Venture Capital', {})",534
13381,"('Nancy Schoendorf', {})",534
13382,"('Theodore Noriega', {})",534
13383,"('Lead - Vivo Capital', {})",534
13384,"('Udi Manber', {})",534
13385,"('Draper Richards', {})",534
13386,"('SpineGuard', {'region': 'SF Bay Area', 'cat': 'Biopharma', 'uuid': 'e7443295-7a9c-2d23-a343-3f6bd555a524'})",534
13387,"('Edgar Bronfman', {})",534
13388,"('WorkSimple', {'region': 'SF Bay Area', 'cat': 'Collaboration', 'uuid': '7dbbc0b9-9a86-de8d-afd5-3402d1b8fbe1'})",534
13389,"('Lead - Fleet EquityPartners', {})",534
13390,"('Prezi', {'region': 'SF Bay Area', 'cat': 'Cloud Data Services', 'uuid': '48ee5f15-554e-f289-3ecc-dac13555eca4'})",296
13391,"('MindMeld', {'region': 'SF Bay Area', 'cat': 'Artificial Intelligence', 'uuid': '299ae6ea-727c-fd86-bc5d-f6cebf773825'})",534
13392,"('Gannett Co Inc', {})",534
13393,"('William Miller', {})",534
13394,"('Laureate Education', {})",534
13395,"('Fosubo', {'region': 'SF Bay Area', 'cat': 'Customer Service', 'uuid': '4ded3c68-9528-619e-a253-e8fd191fad14'})",534
13396,"('Nippon Angels Investment', {})",534
13397,"('Venture Investment Associates', {})",534
13398,"('David Nikzad', {})",534
13399,"('Clarity Capital', {})",534
13400,"('Guava Technologies', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '95ebb3ab-134f-f582-bd90-9b15a9847c9a'})",534
13401,"('Milk', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': '6a52e2ee-a399-bfcc-2a3e-97a4425fc0bb'})",534
13402,"('Ortega InfoSystems', {'region': 'SF Bay Area', 'cat': 'Cyber Security', 'uuid': 'b196f3ba-acb4-be5f-2364-ddfadc4eeeb3'})",534
13403,"('Taavi Lepmets', {})",534
13404,"('Mission Bio', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': '2cea1620-08e7-c708-d6bd-9cd861b1a6dd'})",534
13405,"('Craig Shapiro', {})",534
13406,"('Bill Coleman', {})",534
13407,"('Kudelski Group', {})",534
13408,"('Paul C. Jeffries', {})",534
13409,"('CollabNet', {'region': 'SF Bay Area', 'cat': 'Enterprise', 'uuid': 'b916c33d-b111-d5cf-db00-a903d827f2f0'})",534
13410,"('Wei Hopeman', {})",534
13411,"('Wasserstein & Co.', {})",534
13412,"('Mauricio Alvarez', {})",534
13413,"('CITTIO', {'region': 'SF Bay Area', 'cat': 'Information Technology', 'uuid': 'cf5697b7-10cb-62c5-aaa9-eb1a3de14c71'})",534
13414,"('Driehaus Capital Management', {})",534
13415,"('Coapt Systems', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': 'fbbc4207-4fa8-c74c-fb2e-6ecb0d4786f3'})",534
13416,"('Hummer Winblad Venture Partners, Lead - Allegis Capital', {})",534
13417,"('Huuuge Games', {'region': 'SF Bay Area', 'cat': 'Gaming', 'uuid': 'c9b7c352-b31c-5c64-9c33-b31f0e61c4ce'})",534
13418,"('Evergive', {'region': 'SF Bay Area', 'cat': 'Financial Services', 'uuid': '6a9b6177-f143-64af-7f1d-45ea9001ee70'})",534
13419,"('AdsNative', {'region': 'SF Bay Area', 'cat': 'Ad Network', 'uuid': '659db0c5-5a63-92b0-6bff-9305e5ad2f49'})",534
13420,"('Nicholas Smith', {})",534
13421,"('Ted Dintersmith', {})",534
13422,"('Francisco Pereira', {})",534
13423,"('Trusted', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': '84cb726a-6f4a-2154-6172-ef7db8d250a9'})",534
13424,"('Kip Health', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': 'fe4ad9e6-d68a-9620-89e4-4539469868ce'})",534
13425,"('Charles King', {})",534
13426,"('Lead - Zouk Capital LLP', {})",446
13427,"('Virool', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': 'ca4b4a9b-65a3-ba02-58bc-5878a1cc7fc3'})",534
13428,"('Linda Rottenberg', {})",534
13429,"('Current Media', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': 'cad6bd5e-b6bb-a9ed-5ec1-c3e4939f8940'})",534
13430,"('Lawrence G. Mohr Jr.', {})",534
13431,"('Siena Holdings', {})",534
13432,"('AdRocket', {'region': 'SF Bay Area', 'cat': 'Ad Targeting', 'uuid': 'c47dad9b-c98a-121d-98d9-d62ae800d427'})",534
13433,"('Jay Sethuram', {})",534
13434,"('ClearMedicare', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': '3ba3fdef-9337-d64d-298a-364dc7bf4f67'})",534
13435,"('BrightLink Networks', {'region': 'SF Bay Area', 'cat': 'Communications Infrastructure', 'uuid': 'd859a138-0df1-e92f-66de-f81de25b614f'})",381
13436,"('Cloudike', {'region': 'SF Bay Area', 'cat': 'Cloud Computing', 'uuid': '8c56c36d-bcf8-342e-6f50-d9d2b2c2c8a5'})",534
13437,"('Ben Dahl', {})",534
13438,"('SODECI', {})",534
13439,"('Giving Assistant', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '44ff84cc-bcaf-14f5-09f4-9cb96bd863a3'})",534
13440,"('Man Crates', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': 'cf189f7e-8ade-2ec5-cfb9-68757045053d'})",534
13441,"('Stuart Gannes', {})",534
13442,"('Hummer Winblad Venture Partners, True Ventures', {})",534
13443,"('Paykind', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': 'c109c34d-d289-5ff3-f518-828a26fd6a77'})",534
13444,"('Iospan Wireless', {'region': 'SF Bay Area', 'cat': 'Communications Infrastructure', 'uuid': '91ad7c02-5486-fa80-27b0-b5636abf7eca'})",495
13445,"('Vaizra Investments', {})",470
13446,"('Barry Bhangoo', {})",534
13447,"('Catalytic', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': 'd9fa01ed-d3eb-51b8-ca2c-15ec6c90e16c'})",534
13448,"('Boston Millennia Partners', {})",534
13449,"('Vinja', {'region': 'SF Bay Area', 'cat': 'Video', 'uuid': 'b28ab937-2b10-5b2b-c89b-f7c729ce4150'})",534
13450,"('SparkLabs Accelerator', {})",534
13451,"('Ovation Capital Partners', {})",534
13452,"('Bay Dynamics', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '89ef7f67-9c05-b724-2129-28c3ac031289'})",534
13453,"('DeltaG Ventures', {})",534
13454,"('Navdy', {'region': 'SF Bay Area', 'cat': 'Automotive', 'uuid': 'd4e755e2-0f70-2f51-4873-8e77e60402b8'})",534
13455,"('Gyft', {'region': 'SF Bay Area', 'cat': 'Bitcoin', 'uuid': '3676048e-4e22-7d91-4a02-bbd5878bbaf8'})",534
13456,"('M-Online', {})",534
13457,"('Melboss Music, Inc.', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': '4278de7f-ff28-559d-2748-6348bd271c7e'})",534
13458,"('Bluecrest Capital Finance', {})",534
13459,"('InCast', {'region': 'SF Bay Area', 'cat': 'Marketplace', 'uuid': 'a6caf982-0abf-022f-5586-6b15764d34ab'})",534
13460,"('Rationalwave Capital Partners', {})",534
13461,"('Alvine Pharmaceuticals', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': 'f1e284e4-c5d4-fd9d-13d1-d9a7db345098'})",311
13462,"('Ejasent', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': 'ee7a2220-8037-9b17-3f2f-3f9fb6813833'})",534
13463,"('Leopard Capital', {})",534
13464,"('Wedding Party', {'region': 'SF Bay Area', 'cat': 'iOS', 'uuid': '33d93bd7-9cc2-a6ea-a8df-a170566456e9'})",534
13465,"('Spitfire Pharma', {'region': 'SF Bay Area', 'cat': 'Clinical Trials', 'uuid': '738ac981-dab8-fce2-c582-4f14bd724341'})",534
13466,"('Keen IO', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': 'eac4a68e-03ff-e3ac-8cfb-afba249d4f0f'})",534
13467,"('Parker Price Venture Capital', {})",534
13468,"('Portfolia', {'region': 'SF Bay Area', 'cat': 'Crowdfunding', 'uuid': '6ea2baf5-90ab-183d-ffa0-48c92d99146f'})",534
13469,"('Ulrich Gall', {})",534
13470,"('image32', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': '0b2b5cd6-659c-3683-3d66-86a6201cd06b'})",534
13471,"('Cobalt Technologies', {'region': 'SF Bay Area', 'cat': 'Biofuel', 'uuid': '58764bf6-38b1-2d2f-a30e-dd519380ce81'})",534
13472,"('Thomas Siebel', {})",534
13473,"('Altpoint Ventures', {})",534
13474,"('Brillio', {})",534
13475,"('Fosun Group', {})",534
13476,"('B. V. Jagadeesh', {})",534
13477,"('Fuel Powered (fuelpowered.com)', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': '79912950-2583-0e8a-e2f7-30caef45c7ea'})",534
13478,"('IDbyDNA', {'region': 'SF Bay Area', 'cat': 'Life Science', 'uuid': '1c21ca87-9c1e-f7f0-7208-f98fe6206eca'})",534
13479,"('Lead - Columbia Capital', {})",534
13480,"('Natero', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': 'e4d9b736-0abb-eb5b-600a-d07dec6ad402'})",534
13481,"('World Entertainment Network', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': '502f36b5-9505-e183-b430-1b87b56f9215'})",534
13482,"('TrustedID', {'region': 'SF Bay Area', 'cat': 'Government', 'uuid': 'aacece13-82de-fb13-829a-23e658df63ed'})",534
13483,"('Eastman Chemical Company', {})",534
13484,"('Elaine Wherry', {})",534
13485,"('Lead - ATA Ventures', {})",534
13486,"('Aragon Surgical', {'region': 'SF Bay Area', 'cat': 'Commercial', 'uuid': 'b37708dd-ccbe-8f15-251d-9864212c181e'})",534
13487,"('Matt Thomson', {})",534
13488,"('Starwood', {})",534
13489,"('Captus Networks', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': 'fa6d7097-5a28-e3ca-4cdc-c90a084738e7'})",534
13490,"('InnerWorkings', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': '99c0aeee-b5d0-11a5-cdd3-6e8decfe0448'})",534
13491,"('Purigen Biosystems', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': 'a1109770-0a47-2ab1-5a96-f4e011d72ae8'})",534
13492,"('Ackerman and Goodrich, Lead - Alcatel', {})",534
13493,"('Alex Pack', {})",534
13494,"('Christopher Crain', {})",534
13495,"('CareerLark', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': '6bcdb1f8-6fbc-03c0-4cf3-2782af89a0f1'})",534
13496,"('David Bettner', {})",534
13497,"('Nexit Ventures', {})",534
13498,"('Owl Ventures', {})",534
13499,"('AutekBio', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '08cc341f-945b-015a-737c-223762c98c9f'})",534
13500,"('Envoy', {'region': 'SF Bay Area', 'cat': 'Cloud Storage', 'uuid': '5c8e06fb-c5fd-cb0a-a251-d608431c072b'})",415
13501,"('Pario Ventures', {})",534
13502,"('Corsair Components, Inc', {'region': 'SF Bay Area', 'cat': 'Computer', 'uuid': '6d963c19-809a-95a9-c8af-b2bc866b0977'})",287
13503,"('Aureus Partners', {})",534
13504,"('BootstrapLabs', {})",534
13505,"('Enviz', {'region': 'SF Bay Area', 'cat': 'Business Intelligence', 'uuid': '987e064e-2040-e4fb-7f27-4fee150a2e33'})",534
13506,"('RidePal', {'region': 'SF Bay Area', 'cat': 'Career Planning', 'uuid': 'fef6324c-69b9-1a7d-392d-04b53efde9b4'})",534
13507,"('Plastic Jungle', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '46bfed10-86e0-348a-9604-c5bd760d37ff'})",534
13508,"('LucidPort Technology', {'region': 'SF Bay Area', 'cat': 'Electronics', 'uuid': 'beeef7a3-b732-a60c-1f8f-a4271bec0f31'})",534
13509,"('Liam Casey', {})",534
13510,"('Asia Pacific Growth Management', {})",534
13511,"('Reactivity', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': 'ebef9d82-f156-210f-6690-12a6728f80f8'})",534
13512,"('VRT Insurance Services', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': 'bf22971b-4af5-129e-ce28-54b886bd41a0'})",534
13513,"('Sean Parker', {})",534
13514,"('Jason Calacanis', {})",534
13515,"('Slice Technologies', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '486a16f8-e5c2-644a-3db3-e6cb578c5021'})",534
13516,"('Target Partners', {})",534
13517,"('LightUp', {'region': 'SF Bay Area', 'cat': 'Hardware', 'uuid': '72f6b02f-cd70-3b05-9328-572c8c400938'})",534
13518,"('yet2Ventures', {})",534
13519,"('Lead - Technology Venture Partners', {})",534
13520,"('popexpert', {'region': 'SF Bay Area', 'cat': 'Career Planning', 'uuid': 'a16c093f-3247-9a03-507e-24aaa247f162'})",534
13521,"('VitaPath Genetics', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '4e6d4fcb-3b9d-fafd-04cd-db47c3b365a9'})",534
13522,"('iD Ventures America', {})",534
13523,"('Mobile Digital Media', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': 'd9f369d6-b0b2-72ae-accd-6d2d63b3901d'})",534
13524,"('uMake', {'region': 'SF Bay Area', 'cat': '3D Technology', 'uuid': '9fca9b7a-69fc-d264-8aea-06b097a73162'})",534
13525,"(""Women's Venture Capital Fund"", {})",534
13526,"('Clara Foods', {'region': 'SF Bay Area', 'cat': 'Bakery', 'uuid': 'c7c869b8-1325-5593-bdec-28d7a228d822'})",534
13527,"('Telligent Capital Management', {})",534
13528,"('Otter Media', {})",534
13529,"('Pubble', {'region': 'SF Bay Area', 'cat': 'Digital Media', 'uuid': '27b8a601-22c6-4226-5b55-a17e74000514'})",534
13530,"('Suzy Welch', {})",534
13531,"('VenCraft', {})",534
13532,"('Fanitics', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': 'ccf464c4-2f03-3dcd-2ae7-47bf6215d4e2'})",534
13533,"('Michael Seibel', {})",534
13534,"('SlideMail', {'region': 'SF Bay Area', 'cat': 'Email', 'uuid': '4d14dd84-6842-3feb-ba1f-22b246880cd4'})",534
13535,"('Kevin Freedman', {})",534
13536,"('ReleaseNow', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '6dbe3fd7-7167-d7a9-8047-d83a591da36e'})",534
13537,"('Jumpstart Ventures', {})",534
13538,"('Golgi', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': 'd071f082-da4d-23ae-ce04-0294a764b5b8'})",534
13539,"('Yasunobu Kyogoku', {})",534
13540,"('Seed Capital', {})",534
13541,"('Ralf Wahlsten', {})",534
13542,"('Efficient Frontier', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': 'd2f3b7c5-4da6-4dbe-2579-374964906aea'})",534
13543,"('BuildScience', {'region': 'SF Bay Area', 'cat': 'Real Estate', 'uuid': 'ca5666ad-c8a1-c692-cd4b-f0ffda038142'})",534
13544,"('Acero Capital', {})",534
13545,"('Prosper Women Entrepreneurs', {})",534
13546,"('Kingston Creek Ventures', {})",534
13547,"('everbill', {'region': 'SF Bay Area', 'cat': 'Accounting', 'uuid': 'a9200e3b-c78e-0154-0274-160a5db9f567'})",534
13548,"('Eight Roads Ventures', {})",534
13549,"('Bronze Investments', {})",534
13550,"('WriteWell', {'region': 'SF Bay Area', 'cat': 'Education', 'uuid': '83dc5b41-ca4b-8786-c4d3-ccb6732ca3f5'})",534
13551,"('Bank of Montreal (BMO)', {})",534
13552,"('LiquidPrice.com', {'region': 'SF Bay Area', 'cat': 'Marketing', 'uuid': '3b3df2b6-f707-c44d-a6e8-e2a8ef67b13a'})",534
13553,"('Gautam Godhwani', {})",534
13554,"('South Valley Angels', {})",534
13555,"('Charlie Songhurst', {})",534
13556,"('CIRTech Fund', {})",534
13557,"('Neodyne Biosciences', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': 'd7aa389f-e026-ef80-38ed-5dc41e8534f5'})",534
13558,"('Mary Hart', {})",534
13559,"('DiaCarta', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '35296af4-bcf6-bd44-6795-289b46ebeab3'})",534
13560,"('GeoTouch', {'region': 'SF Bay Area', 'cat': 'Location Based Services', 'uuid': '78f70f5e-cb3d-f566-3eea-abfd2c83ced6'})",534
13561,"('Skyfront', {'region': 'SF Bay Area', 'cat': 'Aerospace', 'uuid': '6dbff73b-8010-fb78-a7e1-a224c10b4a7c'})",534
13562,"('Lead - Miven Venture Partners', {})",534
13563,"('Revolution Medicines', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': '51cbd7b6-6281-8a24-742e-b712a37c550c'})",318
13564,"('Mintigo', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '5d0a957d-5ed8-3ef9-3896-c8dd06365307'})",432
13565,"('First Fellow Partners', {})",534
13566,"('ATEL Ventures', {})",534
13567,"('Soo Boon Koh', {})",534
13568,"('Third Rock Ventures', {})",164
13569,"('Glowfish IO', {'region': 'SF Bay Area', 'cat': 'Internet of Things', 'uuid': '3b053abd-5eca-75ac-ff40-6d204217a7d7'})",534
13570,"('mPath', {'region': 'SF Bay Area', 'cat': 'Financial Services', 'uuid': '539e50f5-56ff-d542-8b81-156ce495a73a'})",534
13571,"('Discovery Ventures', {})",534
13572,"('Mark Friedgan, Promus Ventures', {})",534
13573,"('Cirrus Identity', {'region': 'SF Bay Area', 'cat': 'Education', 'uuid': '0fe4cc2b-5dcf-0639-50d4-cb9f2cfe857a'})",534
13574,"('AirXpanders', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '2779eddb-f861-01bb-f873-c1382d61d6c2'})",534
13575,"('Lawson', {})",534
13576,"('Christopher Michel', {})",534
13577,"('Tribe of Angels', {})",534
13578,"('Fredrik Nylander', {})",534
13579,"('Bridgestream', {'region': 'SF Bay Area', 'cat': 'Identity Management', 'uuid': '93fe3514-e4f5-401d-16ec-b6e0133d9257'})",534
13580,"('iKoa', {'region': 'SF Bay Area', 'cat': 'Consumer', 'uuid': 'b53bcda2-eb64-4cd0-c3dc-145ff20f3308'})",472
13581,"('Foonz', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': '4b5768d7-b60d-3aa3-7872-0c169f8d9dda'})",534
13582,"('TeamToolz', {'region': 'SF Bay Area', 'cat': 'Marketing', 'uuid': 'fc0f34be-634b-2cee-1586-af2f4f2681aa'})",534
